filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Nature_Shots_Level_3.png,36160,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",16,10,"{""name"":""polygon"",""all_points_x"":[662,664,636,636,661,661,638,638,661,661,708,709,731,731,713,708,686,684],""all_points_y"":[429,451,451,472,472,498,498,545,545,591,593,570,570,545,545,569,569,427]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_3.png,36160,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",16,11,"{""name"":""polygon"",""all_points_x"":[684,684,661,661,686,686,638,638,614,614,544,545,614,614,636,639],""all_points_y"":[48,73,72,94,94,118,117,95,95,120,118,48,48,70,69,49]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_3.png,36160,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",16,12,"{""name"":""polygon"",""all_points_x"":[190,190,118,118,95,95,48,49,70,72,48,47,96,96,116,120],""all_points_y"":[118,190,190,166,166,190,190,168,166,143,142,122,120,143,143,120]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_3.png,36160,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",16,13,"{""name"":""polygon"",""all_points_x"":[213,213,238,237,213,213,263,261,285,284,308,308,354,354,379,379,401,401,449,449,425,425,449,449,402,400,376,377,282,284,260,260],""all_points_y"":[593,617,618,640,640,662,664,641,641,688,688,667,666,688,688,639,643,661,662,640,640,619,618,593,594,618,617,593,593,615,614,593]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_3.png,36160,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",16,14,"{""name"":""polygon"",""all_points_x"":[425,425,402,402,449,449,472,472,496,496,471,472,449,449,425,425,402,402,425,425,450,450,425,424,400,401,377,379,402,402,377,379,332,332,307,308,329,329,307,307,282,282,260,260,284,284,260,260,237,238,212,213,239,238,189,189,143,141,118,117,163,165,212,213,260,260,310,308,332,333],""all_points_y"":[237,308,308,332,332,355,355,380,380,450,448,403,403,380,380,356,356,379,380,402,403,474,474,427,428,401,402,425,425,498,498,450,451,520,520,425,425,402,403,472,474,497,497,450,450,379,380,402,402,425,425,379,379,355,355,332,329,307,310,284,284,307,308,332,331,308,307,260,259,236]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_3.png,36160,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",16,15,"{""name"":""polygon"",""all_points_x"":[165,165,147,143,120,118,94,94,72,73,48,48,95,95,120,120],""all_points_y"":[617,640,640,684,687,664,664,687,689,641,640,618,615,593,593,615]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_2.png,29432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""polygon"",""all_points_x"":[47,48,23,23,94,94,72,70],""all_points_y"":[0,23,23,44,44,27,27,1]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_2.png,29432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""polygon"",""all_points_x"":[190,190,166,166,237,236,213,212],""all_points_y"":[47,72,72,95,95,72,72,48]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_2.png,29432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""polygon"",""all_points_x"":[380,380,355,355,424,425,401,401],""all_points_y"":[95,118,118,142,141,118,117,94]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_2.png,29432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""polygon"",""all_points_x"":[567,567,541,543,614,614,590,590],""all_points_y"":[23,47,47,69,69,47,47,23]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_2.png,29432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""polygon"",""all_points_x"":[72,72,94,94],""all_points_y"":[118,164,164,117]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_2.png,29432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""polygon"",""all_points_x"":[754,755,733,731,755,754,708,709,684,686,639,639,662,662,639,639,614,614,661,661,684,684,661,664,684,686,709,710],""all_points_y"":[166,190,190,236,236,259,260,329,331,260,260,237,234,212,212,189,189,165,166,186,186,166,165,120,120,142,142,165]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_2.png,29432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""polygon"",""all_points_x"":[519,519,472,472,495,495,446,449,402,403,376,377,328,332,355,355,377,377,354,354,402,402,453,450,497,497,475,474,495,497],""all_points_y"":[191,238,238,261,261,286,284,260,261,356,355,259,260,237,236,213,212,191,190,165,166,189,189,141,142,165,165,208,211,190]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_2.png,29432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""polygon"",""all_points_x"":[142,142,95,95,121,118,146,142,94,94,70,69,46,48,1,1,22,25,1,0,21,21,46,48,69,70,95,94,72,73],""all_points_y"":[168,189,189,212,212,236,238,255,258,237,237,284,282,234,236,212,213,187,187,141,141,165,165,118,118,95,95,118,120,164]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_2.png,29432,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""polygon"",""all_points_x"":[660,613,614,591,591,570,567,520,520,543,541,518,519,566,566,591,591,638,638,662],""all_points_y"":[427,425,376,376,401,401,380,379,425,427,449,449,472,475,518,519,501,497,451,451]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,0,"{""name"":""polygon"",""all_points_x"":[68,68,92,92,118,118,139,142,21,22,43,43],""all_points_y"":[70,120,118,72,70,48,47,2,0,46,47,67]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,1,"{""name"":""polygon"",""all_points_x"":[731,731,731,731,708,708,684,684,660,661,639,636,612,614],""all_points_y"":[1,0,1,25,23,49,49,92,94,46,48,25,22,2]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,2,"{""name"":""polygon"",""all_points_x"":[163,164,141,138,117,115,139,139,165,164,186,186,210,210,236,234,211,210,185,186],""all_points_y"":[142,189,189,236,236,284,282,307,307,353,353,308,306,284,284,236,236,187,187,141]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,3,"{""name"":""polygon"",""all_points_x"":[588,590,567,566,543,543,565,565,588,588,614,614,635,635,660,661,638,638,615,613],""all_points_y"":[120,165,165,211,213,257,258,285,285,331,332,281,284,259,259,216,216,165,165,118]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,4,"{""name"":""polygon"",""all_points_x"":[211,211,186,186,164,164,186,186,211,210,236,236,259,259,280,281,258,257,232,234],""all_points_y"":[472,523,522,566,569,615,615,639,639,688,688,638,639,615,615,570,570,520,520,475]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,5,"{""name"":""polygon"",""all_points_x"":[496,496,470,471,449,448,471,471,496,496,519,519,544,544,566,566,541,543,517,518],""all_points_y"":[353,402,402,450,450,496,496,519,520,567,567,520,520,497,497,449,449,401,401,354]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,6,"{""name"":""polygon"",""all_points_x"":[43,43,115,115],""all_points_y"":[641,686,688,640]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,7,"{""name"":""polygon"",""all_points_x"":[259,259,377,376],""all_points_y"":[355,403,403,356]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,8,"{""name"":""polygon"",""all_points_x"":[590,590,733,731],""all_points_y"":[569,617,614,570]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Nature_Shots_Level_4.png,30964,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",10,9,"{""name"":""polygon"",""all_points_x"":[259,259,281,281,303,303,376,377,402,401,423,424,401,401,380,375,306,306,281,281],""all_points_y"":[72,144,143,164,165,190,189,165,164,144,143,70,72,46,46,25,23,48,48,70]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
